Ticker,Is 3/4 bar play,Has acceptable spreads
LGIH,False,False
SRNE,False,True
VIR,False,False
MSFT,False,True
IART,False,False
TIGR,False,True
NDSN,False,False
PLUG,False,True
QRTEA,False,True
SPSC,False,False
CGNX,False,True
ABMD,False,False
HLMN,False,True
LILAK,False,True
CLOV,False,True
CYRX,False,True
HALO,False,False
RVNC,False,True
CTXS,False,True
ERIC,False,True
CRCT,False,True
PRFT,False,False
TDUP,False,True
MDB,False,True
INDB,False,False
PSMT,False,False
CHDN,False,False
ALGN,False,True
SBUX,False,True
TGTX,False,True
PYPL,False,True
MU,False,True
NFLX,False,True
SFIX,False,True
JAZZ,False,False
LI,False,True
TRMB,False,True
ABCB,False,False
KOD,False,True
OLED,False,True
CCOI,False,False
ZLAB,False,False
INFN,False,True
PPBI,False,False
DLO,False,True
LFST,False,True
PBCT,,
BRKS,,
WTFC,,
FIVE,,
NTRA,,
UHAL,,
SIGI,,
VMEO,,
ENTG,,
TCBI,,
CRUS,,
MCFE,,
AAWW,,
GILD,,
LOB,,
DCT,,
ALNY,,
PTVE,,
CVAC,,
SBRA,,
QRTEB,,
MOMO,,
FWONK,,
ALKS,,
CASY,,
CVCO,,
EVBG,,
SAIA,,
FOXA,,
ACIW,,
LSTR,,
APPS,,
FLYW,,
IRDM,,
MODV,,
PACW,,
UCTT,,
VRSN,,
FTNT,,
NUVA,,
ADPT,,
ETSY,,
ASTR,,
XP,,
WMG,,
CTKB,,
PCTY,,
BCRX,,
HYFM,,
LBRDA,,
ZBRA,,
HLNE,,
OTTR,,
DOOO,,
PRVA,,
TFSL,,
FLGT,,
DSEY,,
ABSI,,
MLCO,,
MIME,,
NTRS,,
TIL,,
RPRX,,
LOGI,,
RLAY,,
GLPG,,
HEPS,,
FIBK,,
IEP,,
STAA,,
FB,,
NUAN,,
AMD,,
DISCK,,
TW,,
IOVA,,
EDIT,,
SWKS,,
ESLT,,
ZG,,
FORM,,
JACK,,
PPC,,
IAC,,
BYND,,
NWL,,
HOOD,,
PRTA,,
AXON,,
AMCX,,
FISV,,
SAGE,,
RETA,,
TTWO,,
WISH,,
MPWR,,
COST,,
KHC,,
PENN,,
ZI,,
SRPT,,
WIX,,
OSTK,,
EVGO,,
AMBA,,
NXST,,
REG,,
RXT,,
APLS,,
DKNG,,
SMTC,,
TMUS,,
TSCO,,
ISBC,,
TEAM,,
IOSP,,
APPN,,
LBTYA,,
NXPI,,
OKTA,,
KRNT,,
LSCC,,
PTGX,,
BEAM,,
ROLL,,
CINF,,
LOPE,,
PYCR,,
PLMR,,
GSHD,,
MELI,,
PTRA,,
LPLA,,
IPGP,,
FHB,,
MKTX,,
ZM,,
HOMB,,
TPTX,,
TSEM,,
CDW,,
ALGM,,
LRCX,,
TLRY,,
XM,,
FOX,,
BCPC,,
CVBF,,
ADBE,,
WAFD,,
BECN,,
ERAS,,
ODFL,,
BSY,,
NVAX,,
PRGS,,
ACAD,,
TOWN,,
GBT,,
IGMS,,
PLXS,,
LNT,,
HQY,,
MRNA,,
CARG,,
COLM,,
LYEL,,
EA,,
BRP,,
FRPT,,
WSBC,,
MNST,,
NLOK,,
FSLR,,
SIVB,,
SWAV,,
WWD,,
BILI,,
SFNC,,
ADP,,
SRCL,,
CSGP,,
FAST,,
NBIX,,
SWIM,,
EXAS,,
SYNH,,
TWOU,,
SSNC,,
UMPQ,,
ALTR,,
PFG,,
OCDX,,
ENPH,,
SDC,,
SMFR,,
VRSK,,
TXG,,
ESGR,,
OPK,,
CYTK,,
UNIT,,
HTHT,,
SHC,,
APP,,
CACC,,
LPSN,,
JCOM,,
PAX,,
ENVX,,
TXN,,
XLRN,,
BIGC,,
FYBR,,
INNV,,
MRVL,,
CHTR,,
PEGA,,
CVLT,,
GOOGL,,
SASR,,
TWNK,,
VIRT,,
SPWR,,
OLK,,
IBTX,,
CATY,,
ARNA,,
FIVN,,
SOFI,,
TECH,,
AIMC,,
DIOD,,
SIMO,,
PTON,,
AAL,,
IQ,,
DLTR,,
ASO,,
AMGN,,
AFRM,,
ARWR,,
FFIN,,
NOVT,,
ITRI,,
CHRW,,
AMRS,,
AVAV,,
ODP,,
HSIC,,
SDGR,,
VIACA,,
XMTR,,
PTCT,,
FROG,,
KTOS,,
ICLR,,
RCII,,
YY,,
CLDX,,
HWC,,
MDRX,,
ANSS,,
TBIO,,
CDNA,,
CONE,,
SITM,,
WLTW,,
FEYE,,
EXPE,,
ROIC,,
CERT,,
FA,,
CELH,,
BLDP,,
ENSG,,
MYGN,,
EEFT,,
HAIN,,
UPST,,
AVGO,,
AVT,,
IMAB,,
LTRPB,,
IRWD,,
IBOC,,
MAR,,
SGRY,,
CREE,,
ITCI,,
SLM,,
STNE,,
VERX,,
MEDP,,
BIIB,,
TROW,,
EBC,,
POWI,,
VG,,
EYE,,
INMD,,
DISH,,
ONEM,,
TREE,,
VNET,,
WDAY,,
BOKF,,
CRNC,,
THRM,,
PLTK,,
TTGT,,
EXPO,,
IDCC,,
FRHC,,
NTES,,
LAUR,,
AGIO,,
NSIT,,
CSOD,,
GDRX,,
ZS,,
SYNA,,
VSAT,,
SBNY,,
OTEX,,
CFLT,,
VC,,
ILMN,,
ARVL,,
ANAT,,
REGN,,
CDLX,,
COOP,,
IAS,,
PCRX,,
BZ,,
INTU,,
ALXO,,
KLIC,,
