Ticker,Is 3/4 bar play,Has acceptable spreads
KYMR,False,False
MORF,False,False
CVBF,False,True
DUOL,False,False
CLDX,False,True
CRSP,False,False
CSX,False,True
GH,False,True
COLB,False,False
ARCC,False,True
GO,False,True
AMZN,False,True
HIMX,False,True
GLBE,False,True
JAZZ,False,False
NTCT,False,True
XPEL,False,False
APA,False,True
IAS,False,True
REGN,False,False
DLO,False,True
MSFT,False,True
IBRX,False,True
TREE,False,False
UMPQ,False,True
ODP,False,False
WTFC,False,True
CENT,False,False
CLOV,False,True
CG,False,True
DSEY,False,False
PYPL,False,True
FFIV,False,False
BMRN,False,False
ALTR,False,False
CRCT,False,True
XLNX,,
DOMO,,
SYNH,,
NKLA,,
CHNG,,
RAVN,,
PPBI,,
TEAM,,
INCY,,
TLRY,,
WOOF,,
GBDC,,
LSXMB,,
OTTR,,
WBA,,
ACGL,,
INTC,,
PTC,,
JOBS,,
GOOGL,,
VNET,,
BRKS,,
ALXO,,
ZNGA,,
MRNA,,
ACIW,,
OMAB,,
OSTK,,
SWAV,,
IOSP,,
LHCG,,
BGNE,,
CGC,,
FRPT,,
TRMB,,
ARGX,,
CYTK,,
EA,,
PCH,,
TBLA,,
VCEL,,
IMAB,,
REYN,,
DISCB,,
TIGO,,
CHX,,
INSM,,
CVAC,,
GLPI,,
PACB,,
OTEX,,
BLMN,,
IBOC,,
BYND,,
DSGX,,
SSB,,
MEOH,,
AMAT,,
TSLA,,
UFPI,,
ATAI,,
STNE,,
HELE,,
MYGN,,
TWST,,
PLUG,,
XRAY,,
SONO,,
MRTX,,
BAND,,
ICLR,,
PBCT,,
POWI,,
TXN,,
PENN,,
FOLD,,
SSRM,,
UCBI,,
AMD,,
QDEL,,
OPCH,,
CBRL,,
UTHR,,
SDGR,,
LAUR,,
ASO,,
WLTW,,
CRSR,,
NATI,,
FRHC,,
VIAC,,
VLY,,
LILA,,
BILI,,
TNDM,,
ASND,,
CHDN,,
IOVA,,
CVET,,
AVAV,,
GBT,,
GT,,
SASR,,
NUVA,,
LGIH,,
KTOS,,
CDNA,,
PCAR,,
SFM,,
JJSF,,
MASI,,
TSCO,,
KDP,,
OPEN,,
VRNT,,
ISRG,,
VERV,,
OLLI,,
VRTX,,
SBUX,,
PZZA,,
FOXA,,
LBTYB,,
MAR,,
PTON,,
GDRX,,
PDCE,,
UHAL,,
VIRT,,
AZN,,
CZR,,
CDLX,,
LBTYK,,
HLIO,,
CIGI,,
OMCL,,
TRUP,,
EXPD,,
FEYE,,
LOGI,,
COST,,
TSEM,,
VRRM,,
ENVX,,
FOX,,
ICUI,,
CHRW,,
TTEC,,
ERIE,,
PDD,,
MTSI,,
INFN,,
AAON,,
COLM,,
CSIQ,,
ETSY,,
DOCU,,
MTTR,,
ALHC,,
